# object_id,ra,dec,value1,value2,color,marker_type
252,1.8907553845011889,0.13518950560008147,bqlhe,djjyz,#bbc6cf,asterisk
253,1.290727391395369,-0.13903108371816597,svhts,wvpdm,#18f8df,hollowX
254,1.8879778096520377,0.4927344979993029,oxxwg,tyuim,#7b7c9f,pentagon
255,1.0715691093059367,-0.4275997834218712,cprbt,fspht,#a5299f,hollowAsterisk
256,1.0116778763902678,0.24305205629746762,vvbel,lntvv,#f50447,circledHollowX
257,1.7520398120093208,-0.25923475836034837,zbumv,trdte,#43e38f,plus
258,1.8243606391363518,-0.3965527416669141,vqjss,wlzxw,#0ecc4f,pentagon
259,1.5818663137415223,0.3437564708996709,adrcc,qiubt,#7e2c5f,asterisk
260,1.1896689504787754,-0.33686052817416967,akgic,vdqdp,#6472ef,circledHollowAsterisk
261,1.7389534071243529,0.25355711948276316,ystbp,wsljf,#6d0b37,circledHollowPlus
262,1.750116053835254,-0.03333186810877353,qrpks,opowh,#d25567,circledHollowAsterisk
263,1.22726883528138,-0.4567606306959576,mxzox,qqeko,#da215f,circledHollowX
264,1.768283096185559,0.4922530509839159,qiydg,wlnij,#bdfa9f,circledHollowAsterisk
265,1.7838555594837127,-0.3037585564810741,znmpg,gfewn,#3cdf8f,hollowAsterisk
266,1.884274071703131,0.2399604077744789,lzzmo,yatmb,#537ddf,asterisk
267,1.6021473724297706,0.1645108882361943,qpbsw,shrmx,#bff58f,triangle
268,1.8289599339810239,-0.23388372487046805,ztmoi,xtawk,#6e25b7,pentagon
269,1.497740967988213,-0.2424133439056,kwmaz,himkm,#d553ef,hollowPlus
270,1.8131192498801907,0.1994465737224973,qhdyg,eqdvk,#5a0197,circledHollowPlus
271,1.8241181816652705,-0.2550194171533221,yzbsi,smimr,#9aaff7,hollowPlus
272,1.492518218058549,0.08082261241205602,bbibr,oskga,#7d79e7,x
273,1.2241459542578044,0.4260597522919961,evedl,igwcq,#b3bde7,diamond
274,1.7381172860206933,0.12864335918544223,srofl,vddmr,#26647f,triangle
275,1.4999394254647411,0.20698363659751629,mazpn,ibbpc,#b8c4f7,dot
276,1.2394290926256661,-0.487806764609797,dnkzw,oabwo,#fdefff,dot
277,1.0775850868567394,0.022016444815955216,chzuc,tlrgu,#2cba6f,hollowAsterisk
278,1.7723551533385868,-0.29563840663636354,qfjhq,allil,#e8ab57,plus
279,1.2044485090374153,0.2632709823916839,sakds,mrpej,#ab40f7,circle
280,1.0292809150044295,0.2054957333153803,sujjl,parzw,#4c2077,asterisk
281,1.5078595856445576,0.09435270010865093,sjfrj,fhlzt,#c36ccf,hollowPlus
282,1.5112347751404505,-0.2116901571043085,pvuvu,afprx,#3063c7,plus
283,1.3065838119734696,0.37218398434293753,kdjav,zvrff,#45a01f,dot
284,1.902611677937489,0.14053090480573682,kyxtv,bajbe,#d5f3b7,dot
285,1.202419589835193,-0.23482432779606877,unbkb,ybszw,#db9b17,square
286,1.2549667167623135,-0.015047119172482692,mxexz,pdcfk,#1741af,asterisk
287,1.9827427369276052,0.38775884746827727,jweto,qqbew,#d5df4f,triangle
288,1.1027857613548426,-0.20888013327549593,vovvf,eztnm,#a97f37,x
289,1.2468027150358294,-0.3347813757701211,bjhic,lvyoh,#035c0f,diamond
290,1.2667415228251662,-0.29648326623117505,icqio,ikdht,#c966bf,pentagon
291,1.765273596118134,0.4847710091138965,atjds,kqhlt,#82cc27,triangle
292,1.082667985452495,0.08831958498980297,mqbec,hbnlg,#8ad777,hollowPlus
293,1.6888305617662303,0.30107746068374974,mpfnl,bngsh,#0552a7,circledHollowPlus
294,1.4826707023725785,0.10818924398858787,drnzf,lphtv,#e93917,circledHollowX
295,1.5598668896324777,-0.3473166361329927,vzaao,pybsb,#108b77,dot
296,1.0883205508544609,-0.06972722321817015,fklrh,taafl,#fafef7,diamond
297,1.580188969366837,-0.3946114897944727,sgvms,rshql,#80e2ef,circledHollowPlus
298,1.510728135904119,-0.1488728772328266,zkezy,azvgd,#0e670f,circle
299,1.8381871634571694,0.48475429050234964,lshwc,cxhsx,#9157f7,dot
300,1.6570870905792945,0.14965472549463676,vthwm,fxfks,#ec6377,square
301,1.0537044868962808,-0.49095585176723633,bqtwc,tesug,#3c0aff,plus
302,1.2579197431378772,-0.10973622495656221,sxcnc,kowmn,#3e40ef,circledHollowPlus
303,1.5152988790010973,0.25465309011815906,hrsko,pmztt,#1c214f,asterisk
304,1.0711059442071034,0.19851524716581526,krjab,ajpzr,#cf15bf,asterisk
305,1.89973358758983,-0.39435831469005034,xlnlf,wkqfz,#0eea9f,plus
306,1.5736284154002653,0.1424063553385173,hbokf,nzkiw,#569827,hollowPlus
307,1.6616911029150407,0.26882055378127667,fabxy,vtmzb,#876847,x
308,1.443495801925526,0.21651343342474139,sjtbs,filip,#79fdf7,plus
309,1.4820988009758973,-0.14087178197023908,qddbt,enjnc,#b942f7,dot
310,1.9691322730901604,0.22197828375913375,gynvg,nsjkh,#01b7bf,hollowAsterisk
311,1.302255558607471,0.1587516404321393,hsepl,dewlf,#51461f,triangle
312,1.8838921989227582,0.12991796650655485,oazfg,vactp,#946507,triangle
313,1.1570799251489685,-0.4395802126199193,zebts,icrlg,#3cc777,circle
314,1.8467892576518672,-0.4676432284823411,mufrg,wegfo,#1e3de7,diamond
315,1.8165531115875615,-0.06706958427573972,kpkuf,twutj,#0d08cf,square
316,1.0102525903761035,0.12684661400159658,vkgrn,xcsuv,#7fa03f,hollowAsterisk
317,1.0316529347397734,0.06025728039934619,bvawx,rwtrk,#6079a7,hollowAsterisk
318,1.7305877568367076,-0.470600940374974,ufvro,vrswl,#d80b57,hollowPlus
319,1.8961520403834435,-0.2027574815429234,cuuuc,mimbs,#534c97,hollowPlus
320,1.310168847726879,0.1706803345010076,pcwcw,knlqz,#b05987,pentagon
321,1.925589254682888,0.4668005044029847,dbezq,xrddh,#21f96f,diamond
322,1.2955794416484656,-0.3880617656997978,ebknz,zamzj,#01f5cf,triangle
323,1.869041062679261,-0.314695147430754,jbvtv,gjehl,#619f77,asterisk
324,1.2805815624676649,-0.17771749592671615,hvfyr,snknl,#007007,dot
325,1.2294116389136653,-0.15047052058580423,przog,owuzh,#ac2797,hollowPlus
326,1.2294738912311984,-0.1301785695755724,jqijh,rnyxh,#0557af,hollowX
327,1.136354441835001,-0.06824509544503388,jcxve,zizjw,#3473c7,dot
328,1.8150658761855376,-0.011572345615207924,auoxy,mefrd,#f23a57,hollowAsterisk
329,1.7123410983063554,-0.1624994650243674,xfcav,bhwxy,#9b34ef,circledHollowAsterisk
330,1.584451576424562,0.14631753259633018,cdylo,aubcs,#5ab0a7,circledHollowPlus
331,1.9035132632601648,-0.1528180159055782,zdtsd,mymda,#81db17,plus
332,1.5215887639571581,-0.02427501388723352,taiqf,herpc,#b33a97,square
333,1.3695725346826262,-0.08774052925506715,mbsxh,hwvqy,#8adfe7,pentagon
334,1.205243656517609,0.28649871763718515,xshmc,wrufg,#c6683f,diamond
335,1.6685445066828741,0.3251613550721213,crvda,bihps,#263dcf,circledHollowPlus
336,1.742329697457785,-0.4927696348045254,oucot,chene,#507ea7,hollowX
337,1.870706836693258,-0.38715859041505973,tpxhu,uptmk,#adeaa7,circle
338,1.1104380674334196,-0.06575719692863746,solxp,amhqv,#8ad68f,asterisk
339,1.5575747503032142,0.04687662358556932,gqbxp,lmydc,#7b650f,circledHollowPlus
340,1.299966120320089,-0.09786834353568474,jvhzh,yncth,#741497,hollowX
341,1.4547013185155824,0.41569122787238466,xbzwb,bcgjb,#94e8bf,x
342,1.7596386830463318,0.2983987638186859,fwcem,wxsee,#0b8777,diamond
343,1.2682888626088773,-0.4942476606492977,vmoyv,lfwuv,#da5c1f,asterisk
344,1.1999426934334512,0.03318906509205577,fqyac,vefla,#b2050f,circledHollowAsterisk
345,1.5881602707506959,-0.13244342257408137,cbmmn,xepyj,#29f73f,hollowAsterisk
346,1.9103465961235941,0.3379388981317496,wlddq,fdqie,#c516bf,hollowX
347,1.6485343444558747,0.07967876045175837,hfwqv,shtap,#0d868f,circledHollowPlus
348,1.776895569446744,-0.08939141342435941,tbyor,eauwf,#9253af,circle
349,1.1966820055444445,0.37273492309357925,naook,slwxq,#14cf07,circledHollowPlus
350,1.4044283853095338,-0.02404032301380432,msvot,hdshi,#ad1e4f,dot
351,1.8798491021988293,0.23418510936560988,ioovf,suqej,#8fed0f,circledHollowAsterisk
352,1.0521238253391605,0.25747379534000325,vvzcz,lxioq,#c7c8b7,circledHollowX
353,1.4212590513306615,0.3724260505721033,iriuf,gzcix,#a97a4f,pentagon
354,1.4689331100168186,0.34760670976860797,bbpgc,joaja,#6808ef,hollowPlus
355,1.700097322413915,0.2918482404234086,yktyo,lldhc,#e77dc7,hollowPlus
356,1.0795503270328273,-0.17280000997578637,jcmue,ubunq,#1dbe5f,x
357,1.6839881422245981,-0.24172109404854247,pbdcm,mtsbq,#3cf3cf,x
358,1.0693976954298585,0.23823351679738747,pwpjs,maqoh,#1659ff,pentagon
359,1.3935372053682809,0.17505502328464395,rfocn,yirsu,#d091d7,hollowPlus
360,1.4156034062262548,-0.15027556064859993,ipohc,gquvx,#9d2cdf,hollowX
361,1.5736045286842382,-0.27228244830666626,ezhnf,bxxhn,#0d74b7,diamond
362,1.4053786695038188,-0.029970515512375395,wuflq,mfibc,#297e6f,hollowPlus
363,1.2999999088743954,0.03885860266075358,kkksn,qkhyk,#dbf85f,hollowPlus
364,1.8992842061907802,0.46675182791327274,rnysr,qlxng,#1b63f7,circledHollowAsterisk
365,1.2020363314216502,0.14053963105110268,uulhf,xahdx,#26ad3f,circle
366,1.5840590305287543,0.4422474953614173,jmmhe,puogf,#29d25f,dot
367,1.6792299970691165,-0.27889021960751226,lzdpz,zlsoa,#04fa97,circledHollowPlus
368,1.5048133200036413,0.07902214582815481,gcgvt,agppr,#0af2a7,asterisk
369,1.720348524614453,-0.24656403233226643,ehfoi,zzkpx,#ca2937,circledHollowX
370,1.040352868166421,0.0953773253183261,nccvr,ywszg,#0c8107,circledHollowAsterisk
371,1.2636966968933179,-0.11048344285972889,pbwnf,xtpwh,#6de3e7,circledHollowPlus
372,1.8966991025896278,0.15328193865969097,posce,fpszv,#2f8c9f,diamond
373,1.1810426136535228,0.26248838446092604,ekplm,ezgph,#c94c6f,hollowAsterisk
374,1.492841541803366,-0.2999439820118832,hwzys,fxtjy,#f7cf2f,plus
375,1.2611819866008733,0.42547791877141017,tzibg,cxmpx,#30517f,circledHollowX
376,1.7877310969110285,0.3440441909939953,gvuoq,icmpf,#7cf897,hollowX
377,1.0268786204419307,-0.31236910716326427,hfmjs,zundl,#4b6137,asterisk
378,1.3243182171217596,-0.2502336627798496,zcbge,wbgoh,#018b8f,hollowPlus
379,1.4084953616492546,-0.09284781476173343,hycau,xybcy,#95bc17,circledHollowPlus
380,1.015854606946481,0.4279118532860061,msezv,fiekh,#817547,hollowPlus
381,1.8797586069442396,0.2893618240636703,bjfuv,eduzc,#928357,triangle
382,1.0392287634930972,-0.25454053963490353,mbsgr,bbgta,#7aa2ff,hollowPlus
383,1.5251569369387217,0.10601903373491628,xvvxs,adohm,#193347,plus
384,1.8379781131236275,-0.12574228248614605,vmitb,wimlf,#baabf7,hollowAsterisk
385,1.679080329048694,0.4047896538581063,pspoa,zxzzz,#407e97,x
386,1.178177339241767,-0.2507781793560613,xbsgc,gzlrl,#9d1c97,square
387,1.017595462790466,-0.1650425934325136,zevwe,ikhhp,#a6fe9f,hollowPlus
388,1.7685318664829124,0.30185038090233474,zxvrm,mbdll,#feefef,asterisk
389,1.7833881236752995,0.08077484140876645,lshxt,ugxkr,#dc5fd7,circle
390,1.870696044900812,0.4005120445850041,hjrde,skzmk,#67f797,hollowAsterisk
391,1.6432157187024694,0.011981184964071079,eessz,hgxnw,#e3993f,dot
392,1.239564858000906,-0.1506595299748763,ndcqc,wmnkj,#b88a9f,circledHollowAsterisk
393,1.671376814403433,0.47427543471209277,uiynt,wbags,#b04e8f,circledHollowPlus
394,1.7782842027831192,-0.2544505242840406,omhvs,psprq,#2c0d8f,hollowX
395,1.6836330017351995,-0.04823362223012895,wtmwt,apirs,#d2d03f,pentagon
396,1.6658451788506365,0.2539371473875699,cwvln,wbjlz,#80b017,dot
397,1.2139673699943052,-0.17106529423413752,rlnme,cpgfp,#0dc09f,circledHollowX
398,1.866294670081178,0.37580863609405146,mport,izyzb,#22791f,plus
399,1.1449416928884488,0.4380887648491746,symyi,iijmd,#594c3f,circledHollowPlus
400,1.1859673624605689,-0.26189280221978006,jpvlt,sickq,#80c117,circledHollowPlus
401,1.7606266744936483,0.4971855964404891,bnhog,nbhjm,#825d07,hollowPlus
402,1.081137864141841,0.3590431763251405,soyss,nunly,#84bc87,asterisk
403,1.2339349849709245,-0.3801439385996971,tyajj,pilcf,#15226f,hollowAsterisk
404,1.2234536021970568,-0.4412561074651874,vlvhs,brhni,#6e60ff,hollowAsterisk
405,1.6162291246434228,-0.13570881835064352,rwroy,wffyn,#8fc8b7,dot
406,1.0213358471940701,0.11631646394612094,zclrb,gblea,#267747,asterisk
407,1.4822572874652682,0.46341070654913763,kbpdh,mrbvj,#707ea7,circledHollowX
408,1.332815454726572,-0.3875511125814569,mtcsd,mufml,#190dcf,diamond
409,1.4195925013565738,-0.409672481991294,fnxfo,alrnt,#b204ff,plus
410,1.413856819982652,0.2585753787185793,lvvjf,rllti,#702ef7,plus
411,1.995895465897605,-0.15056067859607625,ldesm,bxksh,#327f27,pentagon
412,1.811276914026545,-0.16144258171595782,uypxd,djouk,#13f0af,hollowX
413,1.2506325603321957,0.16563727682481932,pxnxq,qrtra,#adcaef,plus
414,1.8263067576390148,0.48201421799339794,emhrk,qksvz,#ab1c47,diamond
415,1.8758993179594405,0.354943854386777,xqcnf,xvpem,#f0027f,triangle
416,1.1445172540911228,0.30920593117306017,hkvks,qfvjx,#d5bd37,plus
417,1.411947545328831,-0.4727403747654607,tlmhk,itdbm,#3650f7,diamond
418,1.6020520318506657,-0.41556193823195664,nugwb,ezqns,#d7083f,dot
419,1.8384591739409242,0.04981640655326003,rqhdt,hubps,#0134bf,asterisk
420,1.0226519011597044,0.21842402433803554,pqdjp,cgaae,#bc4267,dot
421,1.705250840850058,0.34663495667547206,dfvud,kwtmr,#1de34f,asterisk
422,1.1626474672409313,-0.44610103666162193,fhbsj,bonmp,#bd973f,x
423,1.4302698713044446,0.2794810906967047,auefl,xxjam,#6b829f,plus
424,1.3423750893980717,0.10508317485089402,lmzgc,yvjuy,#a7bb4f,x
425,1.4299567511631308,0.14908250270545098,gjmjt,wltej,#a9d4bf,triangle
426,1.7077190120891967,-0.38064682259316784,ozelp,eepmf,#d5d53f,hollowX
427,1.7382067903470046,-0.3581809135767945,arbzn,ofwam,#37ca17,hollowX
428,1.9521349603365272,-0.3223405757947455,guvxc,vlrtz,#fdaa07,hollowPlus
429,1.6699704517481706,-0.3386636195188202,jzafd,pmepu,#6b2a8f,circledHollowX
430,1.6005627372557936,0.06369144647142677,wobqu,nprrk,#4fe197,dot
431,1.4425036343694808,-0.360143533684649,ciola,yuxuj,#0a9a87,diamond
432,1.714209910479335,0.3655442763108001,mfjer,rrwlz,#68ac4f,circle
433,1.320763919344785,0.38030971014522674,hlzuu,biyjl,#583727,pentagon
434,1.0951805202798863,0.4917618969343117,vpgwj,skgty,#f4a19f,circledHollowPlus
435,1.649907921385457,0.08658478528345859,enazk,lmcnd,#8fa0d7,circledHollowAsterisk
436,1.682300520911185,-0.24950851540785657,eqsrr,kubvm,#fc146f,diamond
437,1.7518244785488546,0.48978333492947157,rgkwl,rqhvf,#c6d867,square
438,1.7831343678015688,-0.36629018560419624,eljne,qrtci,#98965f,circledHollowAsterisk
439,1.6363308499296618,0.4913897639937129,yokth,vqpqk,#5f315f,circledHollowAsterisk
440,1.7811254304573123,-0.39661781511139993,zsveq,fbqtp,#cdea87,circledHollowX
441,1.302302963008209,-0.0510024995172953,xpmvs,aaxav,#bf2067,diamond
442,1.8195838976229075,0.23220556965552275,mtqsf,pjzik,#0d9f17,plus
443,1.307362914571783,0.27372234010754615,czjmo,yuzlw,#f8fec7,asterisk
444,1.656838986530763,0.4660995467570428,djnpi,bwcks,#d101ff,circle
445,1.0298403082036862,0.4301672512213266,qnkcm,jghmc,#1c919f,pentagon
446,1.2481829642447637,-0.31685674526027985,wfmho,fxqxc,#a8a55f,circledHollowPlus
447,1.0086959742400952,0.07196147439855183,svozl,qsrdf,#173da7,diamond
448,1.1728466328186875,-0.41429459502591415,srpht,dpqyn,#7699bf,pentagon
449,1.0004188589527858,-0.1382396365960109,musfy,vhhtz,#5ea6b7,dot
450,1.234858338100049,-0.07803900665937102,cpsul,eewdb,#420467,pentagon
451,1.8627055503167118,-0.16710759287781307,qlayn,ybnvn,#3f7d77,circledHollowAsterisk
452,1.937459950097714,0.1014865622020451,sipvz,vrozr,#e070df,asterisk
453,1.9250333017694365,0.1489949559845266,rxovi,prgkw,#13878f,dot
454,1.58486323916723,0.3623780307883927,zrwtb,icjtt,#4f6937,triangle
